loyalty_number,loyalty_card,province,segment_name,risk_level,churn_probability,clv,revenue_at_risk,potential_save,recommended_action,specific_offer,channel,timing,incentive_cost_cad,avg_flights_per_month,recency_months,engagement_health_score,tenure_months
320728,Star,British Columbia,Seasonal Travelers,Medium,0.42728287,14703.13,5151.56,1390.92,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
810503,Star,Quebec,Seasonal Travelers,Medium,0.6024846,10425.99,5150.83,1390.72,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
274107,Nova,Quebec,Premium Dormant,High,0.9969586,6289.8,5141.95,1388.33,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,29
315225,Nova,Ontario,Active Champions,High,0.8205684,7639.67,5140.47,1387.93,Loyalty Lock-In,"6,000 bonus miles + priority check-in for 6 months",Email + App push,Within 3 days,70,1.1666666666666667,0.0,18.9,24
552546,Nova,Ontario,Premium Dormant,High,0.996011,6293.96,5140.46,1387.92,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,30
489501,Aurora,New Brunswick,Premium Dormant,High,0.9927705,6314.49,5140.45,1387.92,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.08333333333333333,0.0,21.7,18
163481,Star,Quebec,Seasonal Travelers,High,0.9971373,6282.08,5136.56,1386.87,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,41
616183,Aurora,Quebec,Premium Dormant,High,0.9490711,6599.08,5135.66,1386.63,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.75,0.0,27.2,12
557469,Aurora,Quebec,Premium Dormant,High,0.9958586,6289.01,5135.63,1386.62,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,35
686474,Star,Ontario,Seasonal Travelers,High,0.9971511,6274.12,5130.12,1385.13,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,44
936860,Nova,Ontario,Premium Dormant,High,0.9960179,6277.01,5126.65,1384.2,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,25
534510,Star,Alberta,Seasonal Travelers,High,0.7742508,8071.65,5124.57,1383.63,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,1.1666666666666667,0.0,8.3,6
215314,Aurora,Alberta,Premium Dormant,High,0.9955165,6277.01,5124.07,1383.5,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,23
872158,Aurora,Quebec,Premium Dormant,High,0.99730456,6265.34,5123.73,1383.41,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,40
270183,Nova,Quebec,Active Champions,High,0.8380891,7451.49,5120.91,1382.65,Loyalty Lock-In,"6,000 bonus miles + priority check-in for 6 months",Email + App push,Within 3 days,70,1.9166666666666667,0.0,22.0,0
843816,Star,British Columbia,Seasonal Travelers,High,0.99521166,6273.91,5119.97,1382.39,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,25
434965,Aurora,Manitoba,Premium Dormant,High,0.7405457,8414.08,5109.43,1379.55,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,0
986126,Star,Quebec,Seasonal Travelers,High,0.9984302,6237.51,5106.73,1378.82,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,64
112894,Aurora,Ontario,Premium Dormant,Medium,0.60903984,10221.81,5104.9,1378.32,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
541037,Star,Quebec,Seasonal Travelers,Medium,0.50796753,12244.9,5100.41,1377.11,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
802519,Star,Ontario,Seasonal Travelers,High,0.99603087,6240.9,5097.23,1376.25,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,21
102788,Nova,Quebec,Premium Dormant,Medium,0.5584304,11124.21,5093.92,1375.36,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
771353,Nova,Quebec,Active Champions,Medium,0.68675095,9033.25,5086.95,1373.48,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,2.0,0.0,22.3,9
549562,Nova,British Columbia,Premium Dormant,Medium,0.6094765,10171.34,5083.34,1372.5,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
730748,Nova,Quebec,Premium Dormant,High,0.7854286,7880.34,5075.34,1370.34,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.3333333333333333,0.0,15.0,3
756592,Aurora,Quebec,Premium Dormant,High,0.997934,6199.96,5073.46,1369.83,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,68
569972,Star,Ontario,Seasonal Travelers,Medium,0.58885986,10506.77,5073.35,1369.8,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
106623,Nova,British Columbia,Premium Dormant,Medium,0.5707642,10827.87,5067.73,1368.29,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
972671,Star,British Columbia,Seasonal Travelers,High,0.9464607,6529.43,5067.48,1368.22,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.5,0.0,5.7,49
760077,Nova,Ontario,Premium Dormant,High,0.73659027,8382.48,5063.05,1367.02,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,0
237312,Aurora,Ontario,Premium Dormant,Medium,0.4360253,14158.61,5062.28,1366.82,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,20.0,0
206332,Nova,British Columbia,Premium Dormant,High,0.9972199,6189.12,5060.97,1366.46,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,38
988927,Aurora,British Columbia,Premium Dormant,High,0.9962638,6185.34,5053.03,1364.32,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,33
186469,Nova,Quebec,Premium Dormant,Medium,0.48641053,12663.99,5051.12,1363.8,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
582244,Aurora,New Brunswick,Premium Dormant,High,0.99809784,6165.86,5046.39,1362.53,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,68
171788,Star,Ontario,Seasonal Travelers,Medium,0.6095873,10090.41,5043.81,1361.83,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
468380,Nova,Nova Scotia,Premium Dormant,Medium,0.62312824,9868.6,5042.51,1361.48,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
238063,Aurora,New Brunswick,Premium Dormant,High,0.99795604,6159.01,5040.07,1360.82,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,66
215639,Nova,New Brunswick,Premium Dormant,Medium,0.64266634,9551.17,5033.34,1359.0,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
332003,Star,Quebec,Seasonal Travelers,High,0.9968148,6156.36,5032.14,1358.68,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,45
314441,Nova,Quebec,Premium Dormant,High,0.9980933,6143.9,5028.39,1357.67,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,55
633910,Nova,Quebec,Premium Dormant,Medium,0.6190516,9902.39,5026.67,1357.2,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
600712,Aurora,British Columbia,Premium Dormant,Medium,0.4551919,13466.92,5026.63,1357.19,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.3333333333333333,0.0,25.0,7
543881,Star,Alberta,Miles Hoarders,High,0.7664568,7996.01,5025.45,1356.87,Redemption Activation,2× redemption value + 60-day flash sale on points,Email + App push,Within 72 hours,50,1.8333333333333333,0.0,10.0,48
134148,Star,Quebec,Seasonal Travelers,Medium,0.44612518,13727.8,5021.94,1355.92,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.4166666666666667,0.0,3.3,7
361680,Star,New Brunswick,Seasonal Travelers,High,0.997361,6135.08,5017.49,1354.72,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,52
606811,Aurora,Ontario,Premium Dormant,High,0.997886,6131.66,5017.33,1354.68,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,67
646289,Star,Ontario,Seasonal Travelers,Medium,0.5908237,10346.11,5012.44,1353.36,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
201898,Aurora,Ontario,Premium Dormant,Medium,0.6372343,9591.03,5011.62,1353.14,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.8333333333333334,0.0,26.7,5
458773,Aurora,Alberta,Premium Dormant,High,0.99823016,6112.76,5003.59,1350.97,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,62
289134,Nova,British Columbia,Premium Dormant,Medium,0.6522958,9343.2,4997.51,1349.33,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
444646,Aurora,British Columbia,Premium Dormant,High,0.7129854,8542.22,4994.19,1348.43,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,1.1666666666666667,0.0,28.8,11
252563,Nova,Ontario,Premium Dormant,High,0.9270512,6568.76,4993.45,1348.23,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.75,0.0,15.4,17
619337,Star,Quebec,Seasonal Travelers,Medium,0.6204982,9802.55,4987.62,1346.66,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
899734,Nova,Ontario,Premium Dormant,High,0.9964161,6102.31,4985.96,1346.21,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,21
533198,Nova,Alberta,Premium Dormant,High,0.7111374,8547.59,4984.38,1345.78,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,1.25,0.0,18.3,16
384602,Aurora,Ontario,Premium Dormant,High,0.87516016,6941.9,4981.72,1345.06,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.9166666666666666,0.0,28.0,32
906428,Star,Yukon,Seasonal Travelers,Medium,0.6063543,10018.66,4981.38,1344.97,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
137858,Nova,British Columbia,Premium Dormant,Medium,0.5474051,11095.97,4980.67,1344.78,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
451183,Aurora,British Columbia,Premium Dormant,High,0.8976006,6766.56,4980.41,1344.71,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.75,0.0,26.7,11
295795,Aurora,Manitoba,Premium Dormant,High,0.76924145,7880.34,4970.75,1342.1,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,0
996301,Star,Ontario,Seasonal Travelers,High,0.96725667,6265.34,4969.36,1341.73,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.25,0.0,3.3,60
155020,Aurora,British Columbia,Premium Dormant,Medium,0.4190185,14455.86,4966.96,1341.08,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,20.0,0
292035,Star,British Columbia,Seasonal Travelers,High,0.9980861,6063.2,4962.31,1339.82,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,53
647393,Nova,Quebec,Premium Dormant,High,0.72257376,8356.18,4951.12,1336.8,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,0
797187,Nova,Saskatchewan,Premium Dormant,Medium,0.6371393,9472.96,4949.19,1336.28,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.3333333333333333,0.0,11.7,2
408378,Nova,Quebec,Premium Dormant,Medium,0.55042475,10963.96,4948.56,1336.11,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
489394,Nova,Quebec,Premium Dormant,Medium,0.5458049,11044.11,4942.9,1334.58,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
940523,Nova,New Brunswick,Premium Dormant,High,0.9942675,6057.07,4938.33,1333.35,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,56
577232,Aurora,Saskatchewan,Premium Dormant,High,0.9953715,6047.03,4935.61,1332.61,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,37
979168,Aurora,Ontario,Premium Dormant,High,0.9959979,6042.62,4935.12,1332.48,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,37
444904,Aurora,British Columbia,Premium Dormant,High,0.9933323,6057.07,4933.68,1332.09,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,39
390297,Aurora,Ontario,Premium Dormant,Medium,0.43749025,13749.37,4932.48,1331.77,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,40.0,0
560283,Nova,British Columbia,Active Champions,Medium,0.47010952,12779.9,4926.52,1330.16,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,1.8333333333333333,0.0,24.6,33
229636,Aurora,Quebec,Premium Dormant,High,0.9978756,6019.93,4925.86,1329.98,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,60
663975,Star,Alberta,Seasonal Travelers,High,0.99712014,6019.96,4922.15,1328.98,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,39
309639,Nova,Ontario,Premium Dormant,Medium,0.5589476,10732.51,4919.11,1328.16,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
338125,Nova,Quebec,Premium Dormant,Medium,0.66556185,9011.76,4918.26,1327.93,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
616137,Star,British Columbia,Seasonal Travelers,Medium,0.55546683,10796.45,4917.6,1327.75,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.25,0.0,1.7,2
183023,Nova,British Columbia,Premium Dormant,High,0.704111,8513.59,4915.5,1327.19,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,0
947906,Nova,British Columbia,Active Champions,Medium,0.5463186,10970.13,4914.41,1326.89,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,2.25,0.0,20.0,13
385747,Nova,Manitoba,Premium Dormant,Medium,0.6414956,9337.9,4911.98,1326.23,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
352734,Star,British Columbia,Seasonal Travelers,High,0.9972254,6005.21,4910.61,1325.86,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,47
582166,Nova,British Columbia,Premium Dormant,High,0.99681723,6006.44,4909.6,1325.59,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,32
397242,Star,British Columbia,Miles Hoarders,Medium,0.6811595,8789.88,4909.59,1325.59,Redemption Reminder,50% bonus on any redemption within 60 days,Email,Within 10 days,30,1.5,0.0,10.3,55
271987,Aurora,Saskatchewan,Premium Dormant,High,0.99625516,6005.85,4906.35,1324.71,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,31
634615,Aurora,British Columbia,Premium Dormant,Medium,0.4190185,14274.55,4904.67,1324.26,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,20.0,0
222702,Star,Ontario,Seasonal Travelers,High,0.9118417,6556.1,4902.06,1323.56,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.75,0.0,5.0,13
855510,Nova,British Columbia,Premium Dormant,High,0.9971021,5995.41,4901.99,1323.54,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,49
390924,Aurora,British Columbia,Premium Dormant,High,0.83839786,7130.29,4901.98,1323.53,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.8333333333333334,0.0,25.0,13
967693,Nova,Ontario,Active Champions,High,0.798466,7486.02,4901.41,1323.38,Loyalty Lock-In,"6,000 bonus miles + priority check-in for 6 months",Email + App push,Within 3 days,70,1.1666666666666667,0.0,22.5,49
243726,Aurora,British Columbia,Premium Dormant,High,0.99818206,5979.72,4894.46,1321.5,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,53
639584,Star,Quebec,Seasonal Travelers,High,0.9978986,5980.85,4893.99,1321.38,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,59
477867,Aurora,Ontario,Premium Dormant,High,0.9958509,5989.77,4891.23,1320.63,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,24
424585,Nova,Ontario,Premium Dormant,High,0.99233174,6006.96,4887.94,1319.74,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.16666666666666666,0.0,11.7,45
848498,Star,Newfoundland,Seasonal Travelers,Medium,0.6875029,8667.09,4886.09,1319.24,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
709844,Nova,Ontario,Premium Dormant,High,0.99740857,5973.98,4885.97,1319.21,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,46
198456,Star,Ontario,Seasonal Travelers,High,0.9963264,5979.72,4885.36,1319.05,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,25
220131,Star,Quebec,Seasonal Travelers,Medium,0.57427216,10364.35,4880.61,1317.76,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
445008,Aurora,Ontario,Premium Dormant,High,0.99816316,5960.58,4878.7,1317.25,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,57
869672,Star,Ontario,Seasonal Travelers,Medium,0.61483246,9672.7,4876.61,1316.68,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,0.0,0
100504,Nova,Ontario,Active Champions,Medium,0.6748288,8807.61,4873.78,1315.92,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,1.0833333333333333,0.0,16.7,5
261187,Nova,Quebec,Premium Dormant,Medium,0.64808124,9171.0,4873.71,1315.9,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
582990,Star,British Columbia,Seasonal Travelers,High,0.99151635,5989.77,4869.94,1314.88,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.16666666666666666,0.0,1.7,16
466477,Star,New Brunswick,Seasonal Travelers,High,0.9356071,6347.5,4869.79,1314.84,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.6666666666666666,0.0,6.7,13
623071,Nova,Ontario,Premium Dormant,Medium,0.43018207,13799.05,4867.61,1314.25,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.16666666666666666,0.0,11.7,2
181607,Nova,Quebec,Premium Dormant,Medium,0.61454254,9657.58,4866.69,1314.01,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
818881,Nova,Manitoba,Premium Dormant,Medium,0.53903866,11009.13,4866.16,1313.86,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,10.0,0
437251,Nova,Ontario,Premium Dormant,Medium,0.60969037,9732.58,4865.77,1313.76,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.6666666666666666,0.0,15.0,8
872341,Nova,Nova Scotia,Premium Dormant,Medium,0.6864896,8640.75,4864.06,1313.3,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
855190,Aurora,Yukon,Premium Dormant,Medium,0.6133769,9664.33,4860.86,1312.43,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,20.0,0
235030,Nova,New Brunswick,Premium Dormant,Medium,0.6659963,8900.42,4860.67,1312.38,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.0,0.0,30.0,0
606600,Aurora,Ontario,Active Champions,Medium,0.60638756,9774.61,4860.31,1312.28,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,1.0833333333333333,0.0,30.9,52
141456,Star,Ontario,Seasonal Travelers,Medium,0.4869309,12168.74,4858.78,1311.87,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
742356,Aurora,Ontario,Premium Dormant,High,0.9981165,5936.01,4858.36,1311.76,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,68
288530,Nova,Quebec,Premium Dormant,Medium,0.43708092,13552.78,4857.4,1311.5,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.6666666666666666,0.0,18.3,25
507360,Star,Quebec,Seasonal Travelers,High,0.9963314,5943.07,4855.44,1310.97,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,26
509149,Aurora,Ontario,Active Champions,Medium,0.6282654,9415.53,4850.67,1309.68,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,1.5833333333333333,0.0,32.1,38
967738,Nova,New Brunswick,Premium Dormant,High,0.99809855,5924.67,4848.99,1309.23,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,62
615327,Nova,Ontario,Premium Dormant,Medium,0.4532352,13046.65,4848.82,1309.18,Engagement Campaign,"3,000 bonus miles on next flight",Email,Within 7 days,30,0.3333333333333333,0.0,11.7,2
704308,Nova,Ontario,Premium Dormant,High,0.9971992,5917.47,4838.73,1306.46,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,38
547764,Nova,Alberta,Premium Dormant,High,0.99792117,5912.78,4838.4,1306.37,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,30.0,55
253056,Star,Newfoundland,Seasonal Travelers,High,0.9981516,5908.75,4836.22,1305.78,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,58
170091,Star,Ontario,Seasonal Travelers,Medium,0.6010945,9810.41,4835.53,1305.59,Seasonal Re-Engagement,"Upcoming season preview + 2,000 bonus miles",Email,Within 14 days,20,0.0,0.0,20.0,0
904317,Aurora,British Columbia,Premium Dormant,High,0.99612087,5918.33,4834.21,1305.24,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,25
525866,Aurora,Quebec,Premium Dormant,High,0.9944127,5926.73,4832.76,1304.85,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.0,0.0,40.0,35
289133,Nova,Ontario,Active Champions,Medium,0.41384694,14230.32,4829.12,1303.86,Engagement Boost,Double miles on next 3 flights,Email,Within 14 days,30,1.6666666666666667,0.0,20.0,51
478566,Aurora,Alberta,Premium Dormant,High,0.99331963,5928.75,4829.1,1303.86,Urgent Retention Offer,"5,000 bonus miles + waived change fees for 60 days",SMS + Email,Within 48 hours,55,0.16666666666666666,0.0,21.7,17
271059,Star,Quebec,Seasonal Travelers,High,0.9964056,5908.75,4827.76,1303.5,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,21
225748,Star,Quebec,Seasonal Travelers,High,0.9966216,5907.15,4827.5,1303.43,Off-Season Reactivation,"4,000 bonus miles + exclusive off-peak fare (30% off)",Email + SMS simultaneously,Within 72 hours,40,0.0,0.0,20.0,24
